year,state_abb,district,cook_code,inside_code,avg_ratings_2018,avg_ratings_2020,avg_ratings_2022,total_avg_rating
2016,NJ,10,4,4,NA,NA,NA,4
2016,NJ,12,4,4,NA,NA,NA,4
2016,NM,1,4,4,NA,NA,NA,4
2016,NM,3,4,4,NA,NA,NA,4
2016,NV,1,4,4,NA,NA,NA,4
2016,NY,4,4,4,NA,NA,NA,4
2016,NY,5,4,4,NA,NA,NA,4
2016,NY,6,4,4,NA,NA,NA,4
2016,NY,7,4,4,NA,NA,NA,4
2016,NY,8,4,4,NA,NA,NA,4
2016,NY,9,4,4,NA,NA,NA,4
2016,NY,10,4,4,NA,NA,NA,4
2016,NY,12,4,4,NA,NA,NA,4
2016,NY,13,4,4,NA,NA,NA,4
2016,NY,14,4,4,NA,NA,NA,4
2016,NY,15,4,4,NA,NA,NA,4
2016,NY,16,4,4,NA,NA,NA,4
2016,NY,17,4,4,NA,NA,NA,4
2016,NY,18,4,4,NA,NA,NA,4
2016,NY,20,4,4,NA,NA,NA,4
2016,NY,26,4,4,NA,NA,NA,4
2016,OH,3,4,4,NA,NA,NA,4
2016,OH,9,4,4,NA,NA,NA,4
2016,OH,11,4,4,NA,NA,NA,4
2016,OH,13,4,4,NA,NA,NA,4
2016,OR,1,4,4,NA,NA,NA,4
2016,OR,3,4,4,NA,NA,NA,4
2016,OR,4,4,4,NA,NA,NA,4
2016,OR,5,4,4,NA,NA,NA,4
2016,PA,1,4,4,NA,NA,NA,4
2016,PA,2,4,4,NA,NA,NA,4
2016,PA,13,4,4,NA,NA,NA,4
2016,PA,14,4,4,NA,NA,NA,4
2016,PA,17,4,4,NA,NA,NA,4
2016,RI,1,4,4,NA,NA,NA,4
2016,RI,2,4,4,NA,NA,NA,4
2016,SC,6,4,4,NA,NA,NA,4
2016,TN,5,4,4,NA,NA,NA,4
2016,TN,9,4,4,NA,NA,NA,4
2016,TX,9,4,4,NA,NA,NA,4
2016,TX,15,4,4,NA,NA,NA,4
2016,TX,16,4,4,NA,NA,NA,4
2016,TX,18,4,4,NA,NA,NA,4
2016,TX,20,4,4,NA,NA,NA,4
2016,TX,28,4,4,NA,NA,NA,4
2016,TX,29,4,4,NA,NA,NA,4
2016,TX,30,4,4,NA,NA,NA,4
2016,TX,33,4,4,NA,NA,NA,4
2016,TX,34,4,4,NA,NA,NA,4
2016,TX,35,4,4,NA,NA,NA,4
2016,VA,3,4,4,NA,NA,NA,4
2016,VA,8,4,4,NA,NA,NA,4
2016,VA,11,4,4,NA,NA,NA,4
2016,VT,0,4,4,NA,NA,NA,4
2016,WA,1,4,4,NA,NA,NA,4
2016,WA,2,4,4,NA,NA,NA,4
2016,WA,6,4,4,NA,NA,NA,4
2016,WA,7,4,4,NA,NA,NA,4
2016,WA,9,4,4,NA,NA,NA,4
2016,WA,10,4,4,NA,NA,NA,4
2016,WI,2,4,4,NA,NA,NA,4
2016,WI,3,4,4,NA,NA,NA,4
2016,WI,4,4,4,NA,NA,NA,4
2016,FL,10,3,4,NA,NA,NA,3.5
2016,MD,6,3,4,NA,NA,NA,3.5
2016,NY,25,3,4,NA,NA,NA,3.5
2016,VA,4,3,4,NA,NA,NA,3.5
2016,AZ,1,2,2,NA,NA,NA,2
2016,CA,7,2,2,NA,NA,NA,2
2016,CA,24,2,3,NA,NA,NA,2.5
2016,FL,13,2,2,NA,NA,NA,2
2016,NH,1,2,1,NA,NA,NA,1.5
2016,NV,4,2,1,NA,NA,NA,1.5
2016,NY,3,2,2,NA,NA,NA,2
2016,MN,8,1,2,NA,NA,NA,1.5
2016,NE,2,1,1,NA,NA,NA,1
2016,AL,1,-4,-4,NA,NA,NA,-4
2016,AL,2,-4,-4,NA,NA,NA,-4
2016,AL,3,-4,-4,NA,NA,NA,-4
2016,AL,4,-4,-4,NA,NA,NA,-4
2016,AL,5,-4,-4,NA,NA,NA,-4
2016,AL,6,-4,-4,NA,NA,NA,-4
2016,AR,1,-4,-4,NA,NA,NA,-4
2016,AR,2,-4,-4,NA,NA,NA,-4
2016,AR,3,-4,-4,NA,NA,NA,-4
2016,AR,4,-4,-4,NA,NA,NA,-4
2016,AZ,4,-4,-4,NA,NA,NA,-4
2016,AZ,5,-4,-4,NA,NA,NA,-4
2016,AZ,6,-4,-4,NA,NA,NA,-4
2016,AZ,8,-4,-4,NA,NA,NA,-4
2016,CA,1,-4,-4,NA,NA,NA,-4
2016,CA,4,-4,-4,NA,NA,NA,-4
2016,CA,8,-4,-4,NA,NA,NA,-4
2016,CA,22,-4,-4,NA,NA,NA,-4
2016,CA,23,-4,-4,NA,NA,NA,-4
2016,CA,39,-4,-4,NA,NA,NA,-4
2016,CA,42,-4,-4,NA,NA,NA,-4
2016,CA,45,-4,-4,NA,NA,NA,-4
2016,CA,48,-4,-4,NA,NA,NA,-4
2016,CA,50,-4,-4,NA,NA,NA,-4
2016,CO,4,-4,-4,NA,NA,NA,-4
2016,CO,5,-4,-4,NA,NA,NA,-4
2016,FL,1,-4,-4,NA,NA,NA,-4
2016,FL,3,-4,-4,NA,NA,NA,-4
2016,FL,4,-4,-4,NA,NA,NA,-4
2016,FL,6,-4,-4,NA,NA,NA,-4
2016,FL,8,-4,-4,NA,NA,NA,-4
2016,FL,11,-4,-4,NA,NA,NA,-4
2016,FL,12,-4,-4,NA,NA,NA,-4
2016,FL,15,-4,-4,NA,NA,NA,-4
2016,FL,16,-4,-4,NA,NA,NA,-4
2016,FL,17,-4,-4,NA,NA,NA,-4
2016,FL,19,-4,-4,NA,NA,NA,-4
2016,FL,25,-4,-4,NA,NA,NA,-4
2016,GA,1,-4,-4,NA,NA,NA,-4
2016,GA,3,-4,-4,NA,NA,NA,-4
2016,GA,6,-4,-4,NA,NA,NA,-4
2016,GA,7,-4,-4,NA,NA,NA,-4
2016,GA,8,-4,-4,NA,NA,NA,-4
2016,GA,9,-4,-4,NA,NA,NA,-4
2016,GA,10,-4,-4,NA,NA,NA,-4
2016,GA,11,-4,-4,NA,NA,NA,-4
2016,GA,12,-4,-4,NA,NA,NA,-4
2016,GA,14,-4,-4,NA,NA,NA,-4
2016,IA,4,-4,-4,NA,NA,NA,-4
2016,ID,1,-4,-4,NA,NA,NA,-4
2016,ID,2,-4,-4,NA,NA,NA,-4
2016,IL,6,-4,-4,NA,NA,NA,-4
2016,IL,13,-4,-4,NA,NA,NA,-4
2016,IL,14,-4,-4,NA,NA,NA,-4
2016,IL,15,-4,-4,NA,NA,NA,-4
2016,IL,16,-4,-4,NA,NA,NA,-4
2016,IL,18,-4,-4,NA,NA,NA,-4
2016,IN,3,-4,-4,NA,NA,NA,-4
2016,IN,4,-4,-4,NA,NA,NA,-4
2016,IN,5,-4,-4,NA,NA,NA,-4
2016,IN,6,-4,-4,NA,NA,NA,-4
2016,IN,8,-4,-4,NA,NA,NA,-4
2016,KS,1,-4,-4,NA,NA,NA,-4
2016,KS,2,-4,-4,NA,NA,NA,-4
2016,KS,4,-4,-4,NA,NA,NA,-4
2016,KY,1,-4,-4,NA,NA,NA,-4
2016,KY,2,-4,-4,NA,NA,NA,-4
2016,KY,4,-4,-4,NA,NA,NA,-4
2016,KY,5,-4,-4,NA,NA,NA,-4
2016,KY,6,-4,-4,NA,NA,NA,-4
2016,LA,1,-4,-4,NA,NA,NA,-4
2016,LA,3,-4,-4,NA,NA,NA,-4
2016,LA,4,-4,-4,NA,NA,NA,-4
2016,LA,5,-4,-4,NA,NA,NA,-4
2016,LA,6,-4,-4,NA,NA,NA,-4
2016,MD,1,-4,-4,NA,NA,NA,-4
2016,MI,2,-4,-4,NA,NA,NA,-4
2016,MI,3,-4,-4,NA,NA,NA,-4
2016,MI,4,-4,-4,NA,NA,NA,-4
2016,MI,6,-4,-4,NA,NA,NA,-4
2016,MI,10,-4,-4,NA,NA,NA,-4
2016,MI,11,-4,-4,NA,NA,NA,-4
2016,MN,6,-4,-4,NA,NA,NA,-4
2016,MO,2,-4,-4,NA,NA,NA,-4
2016,MO,3,-4,-4,NA,NA,NA,-4
2016,MO,4,-4,-4,NA,NA,NA,-4
2016,MO,6,-4,-4,NA,NA,NA,-4
2016,MO,7,-4,-4,NA,NA,NA,-4
2016,MO,8,-4,-4,NA,NA,NA,-4
2016,MS,1,-4,-4,NA,NA,NA,-4
2016,MS,3,-4,-4,NA,NA,NA,-4
2016,MS,4,-4,-4,NA,NA,NA,-4
2016,NC,2,-4,-4,NA,NA,NA,-4
2016,NC,3,-4,-4,NA,NA,NA,-4
2016,NC,5,-4,-4,NA,NA,NA,-4
2016,NC,6,-4,-4,NA,NA,NA,-4
2016,NC,7,-4,-4,NA,NA,NA,-4
2016,NC,8,-4,-4,NA,NA,NA,-4
2016,NC,9,-4,-4,NA,NA,NA,-4
2016,NC,10,-4,-4,NA,NA,NA,-4
2016,NC,11,-4,-4,NA,NA,NA,-4
2016,NC,13,-4,-4,NA,NA,NA,-4
2016,ND,0,-4,-4,NA,NA,NA,-4
2016,NE,1,-4,-4,NA,NA,NA,-4
2016,NE,3,-4,-4,NA,NA,NA,-4
2016,NJ,2,-4,-4,NA,NA,NA,-4
2016,NJ,3,-4,-4,NA,NA,NA,-4
2016,NJ,4,-4,-4,NA,NA,NA,-4
2016,NJ,7,-4,-4,NA,NA,NA,-4
2016,NJ,11,-4,-4,NA,NA,NA,-4
2016,NM,2,-4,-4,NA,NA,NA,-4
2016,NV,2,-4,-4,NA,NA,NA,-4
2016,NY,2,-4,-4,NA,NA,NA,-4
2016,NY,11,-4,-4,NA,NA,NA,-4
2016,NY,27,-4,-4,NA,NA,NA,-4
2016,OH,1,-4,-4,NA,NA,NA,-4
2016,OH,2,-4,-4,NA,NA,NA,-4
2016,OH,4,-4,-4,NA,NA,NA,-4
2016,OH,5,-4,-4,NA,NA,NA,-4
2016,OH,6,-4,-4,NA,NA,NA,-4
2016,OH,7,-4,-4,NA,NA,NA,-4
2016,OH,8,-4,-4,NA,NA,NA,-4
2016,OH,10,-4,-4,NA,NA,NA,-4
2016,OH,12,-4,-4,NA,NA,NA,-4
2016,OH,14,-4,-4,NA,NA,NA,-4
2016,OH,15,-4,-4,NA,NA,NA,-4
2016,OH,16,-4,-4,NA,NA,NA,-4
2016,OK,1,-4,-4,NA,NA,NA,-4
2016,OK,2,-4,-4,NA,NA,NA,-4
2016,OK,3,-4,-4,NA,NA,NA,-4
2016,OK,4,-4,-4,NA,NA,NA,-4
2016,OK,5,-4,-4,NA,NA,NA,-4
2016,OR,2,-4,-4,NA,NA,NA,-4
2016,PA,3,-4,-4,NA,NA,NA,-4
2016,PA,4,-4,-4,NA,NA,NA,-4
2016,PA,5,-4,-4,NA,NA,NA,-4
2016,PA,7,-4,-4,NA,NA,NA,-4
2016,PA,9,-4,-4,NA,NA,NA,-4
2016,PA,10,-4,-4,NA,NA,NA,-4
2016,PA,11,-4,-4,NA,NA,NA,-4
2016,PA,12,-4,-4,NA,NA,NA,-4
2016,PA,15,-4,-4,NA,NA,NA,-4
2016,PA,18,-4,-4,NA,NA,NA,-4
2016,SC,1,-4,-4,NA,NA,NA,-4
2016,SC,2,-4,-4,NA,NA,NA,-4
2016,SC,3,-4,-4,NA,NA,NA,-4
2016,SC,4,-4,-4,NA,NA,NA,-4
2016,SC,5,-4,-4,NA,NA,NA,-4
2016,SC,7,-4,-4,NA,NA,NA,-4
2016,SD,0,-4,-4,NA,NA,NA,-4
2016,TN,1,-4,-4,NA,NA,NA,-4
2016,TN,2,-4,-4,NA,NA,NA,-4
2016,TN,3,-4,-4,NA,NA,NA,-4
2016,TN,4,-4,-4,NA,NA,NA,-4
2016,TN,6,-4,-4,NA,NA,NA,-4
2016,TN,7,-4,-4,NA,NA,NA,-4
2016,TN,8,-4,-4,NA,NA,NA,-4
2016,TX,1,-4,-4,NA,NA,NA,-4
2016,TX,2,-4,-4,NA,NA,NA,-4
2016,TX,3,-4,-4,NA,NA,NA,-4
2016,TX,4,-4,-4,NA,NA,NA,-4
2016,TX,5,-4,-4,NA,NA,NA,-4
2016,TX,6,-4,-4,NA,NA,NA,-4
2016,TX,7,-4,-4,NA,NA,NA,-4
2016,TX,8,-4,-4,NA,NA,NA,-4
2016,TX,10,-4,-4,NA,NA,NA,-4
2016,TX,11,-4,-4,NA,NA,NA,-4
2016,TX,12,-4,-4,NA,NA,NA,-4
2016,TX,13,-4,-4,NA,NA,NA,-4
2016,TX,14,-4,-4,NA,NA,NA,-4
2016,TX,17,-4,-4,NA,NA,NA,-4
2016,TX,19,-4,-4,NA,NA,NA,-4
2016,TX,21,-4,-4,NA,NA,NA,-4
2016,TX,22,-4,-4,NA,NA,NA,-4
2016,TX,24,-4,-4,NA,NA,NA,-4
2016,TX,25,-4,-4,NA,NA,NA,-4
2016,TX,26,-4,-4,NA,NA,NA,-4
2016,TX,27,-4,-4,NA,NA,NA,-4
2016,TX,31,-4,-4,NA,NA,NA,-4
2016,TX,32,-4,-4,NA,NA,NA,-4
2016,TX,36,-4,-4,NA,NA,NA,-4
2016,UT,1,-4,-4,NA,NA,NA,-4
2016,UT,2,-4,-4,NA,NA,NA,-4
2016,UT,3,-4,-4,NA,NA,NA,-4
2016,VA,1,-4,-4,NA,NA,NA,-4
2016,VA,2,-4,-4,NA,NA,NA,-4
2016,VA,6,-4,-4,NA,NA,NA,-4
2016,VA,7,-4,-4,NA,NA,NA,-4
2016,VA,9,-4,-4,NA,NA,NA,-4
2016,WA,3,-4,-4,NA,NA,NA,-4
2016,WA,4,-4,-4,NA,NA,NA,-4
2016,WA,5,-4,-4,NA,NA,NA,-4
2016,WA,8,-4,-4,NA,NA,NA,-4
2016,WI,1,-4,-4,NA,NA,NA,-4
2016,WI,5,-4,-4,NA,NA,NA,-4
2016,WI,6,-4,-4,NA,NA,NA,-4
2016,WI,7,-4,-4,NA,NA,NA,-4
2016,WV,1,-4,-4,NA,NA,NA,-4
2016,WV,2,-4,-4,NA,NA,NA,-4
2016,WV,3,-4,-4,NA,NA,NA,-4
2016,WY,0,-4,-4,NA,NA,NA,-4
2016,AZ,2,-3,-4,NA,NA,NA,-3.5
2016,CO,3,-3,-4,NA,NA,NA,-3.5
2016,FL,2,-3,-4,NA,NA,NA,-3.5
2016,FL,27,-3,-4,NA,NA,NA,-3.5
2016,IL,12,-3,-4,NA,NA,NA,-3.5
2016,IN,2,-3,-4,NA,NA,NA,-3.5
2016,MI,7,-3,-3,NA,NA,NA,-3
2016,MT,0,-3,-3,NA,NA,NA,-3
2016,NY,1,-3,-2,NA,NA,NA,-2.5
2016,NY,21,-3,-4,NA,NA,NA,-3.5
2016,NY,23,-3,-4,NA,NA,NA,-3.5
2016,NY,24,-3,-3,NA,NA,NA,-3
2016,PA,6,-3,-4,NA,NA,NA,-3.5
2016,VA,5,-3,-3,NA,NA,NA,-3
2016,WI,8,-3,-3,NA,NA,NA,-3
2016,AK,0,-2,-4,NA,NA,NA,-3
2016,CA,21,-2,-3,NA,NA,NA,-2.5
2016,FL,18,-2,0,NA,NA,NA,-1
2016,IA,3,-2,-1,NA,NA,NA,-1.5
2016,IN,9,-2,-3,NA,NA,NA,-2.5
2016,KS,3,-2,-2,NA,NA,NA,-2
2016,MI,1,-2,-1,NA,NA,NA,-1.5
2016,MI,8,-2,-4,NA,NA,NA,-3
2016,MN,3,-2,-3,NA,NA,NA,-2.5
2016,NY,22,-2,0,NA,NA,NA,-1
2016,PA,16,-2,-4,NA,NA,NA,-3
2016,UT,4,-2,-3,NA,NA,NA,-2.5
2016,CA,10,-1,-2,NA,NA,NA,-1.5
2016,CA,25,-1,-3,NA,NA,NA,-2
2016,CA,49,-1,-1,NA,NA,NA,-1
2016,CO,6,-1,-1,NA,NA,NA,-1
2016,FL,7,-1,1,NA,NA,NA,0
2016,FL,26,-1,0,NA,NA,NA,-0.5
2016,IA,1,-1,0,NA,NA,NA,-0.5
2016,IL,10,-1,0,NA,NA,NA,-0.5
2016,ME,2,-1,0,NA,NA,NA,-0.5
2016,MN,2,-1,1,NA,NA,NA,0
2016,NJ,5,-1,1,NA,NA,NA,0
2016,NV,3,-1,0,NA,NA,NA,-0.5
2016,NY,19,-1,0,NA,NA,NA,-0.5
2016,PA,8,-1,0,NA,NA,NA,-0.5
2016,TX,23,-1,0,NA,NA,NA,-0.5
2016,VA,10,-1,-1,NA,NA,NA,-1
2018,AL,7,4,4,4,NA,NA,4
2018,AZ,3,4,4,4,NA,NA,4
2018,AZ,7,4,4,4,NA,NA,4
2018,AZ,9,4,4,4,NA,NA,4
2018,CA,2,4,4,4,NA,NA,4
2018,CA,3,4,4,4,NA,NA,4
2018,CA,5,4,4,4,NA,NA,4
2018,CA,6,4,4,4,NA,NA,4
2018,CA,9,4,4,4,NA,NA,4
2018,CA,11,4,4,4,NA,NA,4
2018,CA,12,4,4,4,NA,NA,4
2018,CA,13,4,4,4,NA,NA,4
2018,CA,14,4,4,4,NA,NA,4
2018,CA,15,4,4,4,NA,NA,4
2018,CA,17,4,4,4,NA,NA,4
2018,CA,18,4,4,4,NA,NA,4
2018,CA,19,4,4,4,NA,NA,4
2018,CA,20,4,4,4,NA,NA,4
2018,CA,24,4,4,3.666666667,NA,NA,3.888888889
2018,CA,26,4,4,4,NA,NA,4
2018,CA,27,4,4,4,NA,NA,4
2018,CA,28,4,4,4,NA,NA,4
2018,CA,29,4,4,4,NA,NA,4
2018,CA,30,4,4,4,NA,NA,4
2018,CA,31,4,4,4,NA,NA,4
2018,CA,32,4,4,4,NA,NA,4
2018,CA,33,4,4,4,NA,NA,4
2018,CA,34,4,4,4,NA,NA,4
2018,CA,35,4,4,4,NA,NA,4
2018,CA,36,4,4,4,NA,NA,4
2018,CA,37,4,4,4,NA,NA,4
2018,CA,38,4,4,4,NA,NA,4
2018,CA,40,4,4,4,NA,NA,4
2018,CA,41,4,4,4,NA,NA,4
2018,CA,43,4,4,4,NA,NA,4
2018,CA,44,4,4,4,NA,NA,4
2018,CA,46,4,4,4,NA,NA,4
2018,CA,47,4,4,4,NA,NA,4
2018,CA,51,4,4,4,NA,NA,4
2018,CA,52,4,4,4,NA,NA,4
2018,CA,53,4,4,4,NA,NA,4
2018,CO,1,4,4,4,NA,NA,4
2018,CO,2,4,4,4,NA,NA,4
2018,CO,7,4,4,4,NA,NA,4
2018,CT,1,4,4,4,NA,NA,4
2018,CT,2,4,4,4,NA,NA,4
2018,CT,3,4,4,4,NA,NA,4
2018,CT,4,4,4,4,NA,NA,4
2018,CT,5,4,4,4,NA,NA,4
2018,DE,0,4,4,4,NA,NA,4
2018,FL,5,4,4,4,NA,NA,4
2018,FL,9,4,4,4,NA,NA,4
2018,FL,10,4,4,4,NA,NA,4
2018,FL,13,4,4,4,NA,NA,4
2018,FL,14,4,4,4,NA,NA,4
2018,FL,20,4,4,4,NA,NA,4
2018,FL,21,4,4,4,NA,NA,4
2018,FL,22,4,4,4,NA,NA,4
2018,FL,23,4,4,4,NA,NA,4
2018,FL,24,4,4,4,NA,NA,4
2018,GA,2,4,4,4,NA,NA,4
2018,GA,4,4,4,4,NA,NA,4
2018,GA,5,4,4,4,NA,NA,4
2018,GA,13,4,4,4,NA,NA,4
2018,HI,1,4,4,4,NA,NA,4
2018,HI,2,4,4,4,NA,NA,4
2018,IA,2,4,4,4,NA,NA,4
2018,IL,1,4,4,4,NA,NA,4
2018,IL,2,4,4,4,NA,NA,4
2018,IL,3,4,4,4,NA,NA,4
2018,IL,4,4,4,4,NA,NA,4
2018,IL,5,4,4,4,NA,NA,4
2018,IL,7,4,4,4,NA,NA,4
2018,IL,8,4,4,4,NA,NA,4
2018,IL,9,4,4,4,NA,NA,4
2018,IL,10,4,4,4,NA,NA,4
2018,IL,11,4,4,4,NA,NA,4
2018,IL,17,4,4,4,NA,NA,4
2018,IN,1,4,4,4,NA,NA,4
2018,IN,7,4,4,4,NA,NA,4
2018,KY,3,4,4,4,NA,NA,4
2018,LA,2,4,4,4,NA,NA,4
2018,MA,1,4,4,4,NA,NA,4
2018,MA,2,4,4,4,NA,NA,4
2018,MA,3,4,4,4,NA,NA,4
2018,MA,4,4,4,4,NA,NA,4
2018,MA,5,4,4,4,NA,NA,4
2018,MA,6,4,4,4,NA,NA,4
2018,MA,7,4,4,4,NA,NA,4
2018,MA,8,4,4,4,NA,NA,4
2018,MA,9,4,4,4,NA,NA,4
2018,MD,2,4,4,4,NA,NA,4
2018,MD,3,4,4,4,NA,NA,4
2018,MD,4,4,4,4,NA,NA,4
2018,MD,5,4,4,4,NA,NA,4
2018,MD,6,4,4,4,NA,NA,4
2018,MD,7,4,4,4,NA,NA,4
2018,MD,8,4,4,4,NA,NA,4
2018,ME,1,4,4,4,NA,NA,4
2018,MI,5,4,4,4,NA,NA,4
2018,MI,9,4,4,4,NA,NA,4
2018,MI,12,4,4,4,NA,NA,4
2018,MI,13,4,4,4,NA,NA,4
2018,MI,14,4,4,NA,NA,NA,4
2018,MN,4,4,4,4,NA,NA,4
2018,MN,5,4,4,4,NA,NA,4
2018,MO,1,4,4,4,NA,NA,4
2018,MO,5,4,4,4,NA,NA,4
2018,MS,2,4,4,4,NA,NA,4
2018,NC,1,4,4,4,NA,NA,4
2018,NC,4,4,4,4,NA,NA,4
2018,NC,12,4,4,4,NA,NA,4
2018,NH,2,4,4,4,NA,NA,4
2018,NJ,1,4,4,4,NA,NA,4
2018,NJ,6,4,4,4,NA,NA,4
2018,NJ,8,4,4,4,NA,NA,4
2018,NJ,9,4,4,4,NA,NA,4
2018,NJ,10,4,4,4,NA,NA,4
2018,NJ,12,4,4,4,NA,NA,4
2018,NM,1,4,4,4,NA,NA,4
2018,NM,3,4,4,4,NA,NA,4
2018,NV,1,4,4,4,NA,NA,4
2018,NY,3,4,4,4,NA,NA,4
2018,NY,4,4,4,4,NA,NA,4
2018,NY,5,4,4,4,NA,NA,4
2018,NY,6,4,4,4,NA,NA,4
2018,NY,7,4,4,4,NA,NA,4
2018,NY,8,4,4,4,NA,NA,4
2018,NY,9,4,4,4,NA,NA,4
2018,NY,10,4,4,4,NA,NA,4
2018,NY,12,4,4,4,NA,NA,4
2018,NY,13,4,4,4,NA,NA,4
2018,NY,14,4,4,4,NA,NA,4
2018,NY,15,4,4,4,NA,NA,4
2018,NY,16,4,4,4,NA,NA,4
2018,NY,17,4,4,4,NA,NA,4
2018,NY,18,4,4,3.666666667,NA,NA,3.888888889
2018,NY,20,4,4,4,NA,NA,4
2018,NY,25,4,4,4,NA,NA,4
2018,NY,26,4,4,4,NA,NA,4
2018,OH,3,4,4,4,NA,NA,4
2018,OH,9,4,4,4,NA,NA,4
2018,OH,11,4,4,4,NA,NA,4
2018,OH,13,4,4,4,NA,NA,4
2018,OR,1,4,4,4,NA,NA,4
2018,OR,3,4,4,4,NA,NA,4
2018,OR,4,4,4,4,NA,NA,4
2018,OR,5,4,4,4,NA,NA,4
2018,PA,2,4,4,4,NA,NA,4
2018,PA,3,4,4,4,NA,NA,4
2018,PA,4,4,4,4,NA,NA,4
2018,PA,18,4,4,NA,NA,NA,4
2018,RI,1,4,4,4,NA,NA,4
2018,RI,2,4,4,4,NA,NA,4
2018,SC,6,4,4,4,NA,NA,4
2018,TN,5,4,4,4,NA,NA,4
2018,TN,9,4,4,4,NA,NA,4
2018,TX,9,4,4,4,NA,NA,4
2018,TX,15,4,4,4,NA,NA,4
2018,TX,16,4,4,4,NA,NA,4
2018,TX,18,4,4,4,NA,NA,4
2018,TX,20,4,4,4,NA,NA,4
2018,TX,28,4,4,4,NA,NA,4
2018,TX,29,4,4,4,NA,NA,4
2018,TX,30,4,4,4,NA,NA,4
2018,TX,33,4,4,4,NA,NA,4
2018,TX,34,4,4,4,NA,NA,4
2018,TX,35,4,4,4,NA,NA,4
2018,VA,3,4,4,4,NA,NA,4
2018,VA,4,4,4,4,NA,NA,4
2018,VA,8,4,4,4,NA,NA,4
2018,VA,11,4,4,4,NA,NA,4
2018,VT,0,4,4,4,NA,NA,4
2018,WA,1,4,4,4,NA,NA,4
2018,WA,2,4,4,4,NA,NA,4
2018,WA,6,4,4,4,NA,NA,4
2018,WA,7,4,4,4,NA,NA,4
2018,WA,9,4,4,4,NA,NA,4
2018,WA,10,4,4,4,NA,NA,4
2018,WI,2,4,4,4,NA,NA,4
2018,WI,3,4,4,4,NA,NA,4
2018,WI,4,4,4,4,NA,NA,4
2018,CA,7,3,4,3.333333333,NA,NA,3.444444444
2018,CA,16,3,4,3.333333333,NA,NA,3.444444444
2018,CA,49,3,2,2.333333333,NA,NA,2.444444444
2018,FL,7,3,4,3.333333333,NA,NA,3.444444444
2018,MN,7,3,4,3.333333333,NA,NA,3.444444444
2018,NH,1,3,2,2.666666667,NA,NA,2.555555556
2018,NJ,2,3,3,3.333333333,NA,NA,3.111111111
2018,NJ,5,3,4,3.333333333,NA,NA,3.444444444
2018,PA,5,3,3,3.333333333,NA,NA,3.111111111
2018,PA,6,3,3,3.333333333,NA,NA,3.111111111
2018,PA,8,3,2,2.666666667,NA,NA,2.555555556
2018,PA,17,3,2,2.666666667,NA,NA,2.555555556
2018,AZ,1,2,2,2.333333333,NA,NA,2.111111111
2018,AZ,2,2,2,2.333333333,NA,NA,2.111111111
2018,CO,6,2,1,1.666666667,NA,NA,1.555555556
2018,FL,27,2,2,2,NA,NA,2
2018,IA,1,2,2,2,NA,NA,2
2018,IL,6,2,1,1.666666667,NA,NA,1.555555556
2018,KS,3,2,2,2,NA,NA,2
2018,MI,11,2,1,1.666666667,NA,NA,1.555555556
2018,MN,2,2,1,1.666666667,NA,NA,1.555555556
2018,MN,3,2,1,1.666666667,NA,NA,1.555555556
2018,NJ,11,2,2,2,NA,NA,2
2018,NV,3,2,1,1.666666667,NA,NA,1.555555556
2018,NV,4,2,2,2.333333333,NA,NA,2.111111111
2018,PA,7,2,2,2,NA,NA,2
2018,VA,10,2,1,1.666666667,NA,NA,1.555555556
2018,WA,8,2,0,1.333333333,NA,NA,1.111111111
2018,MN,1,1,0,0.666666667,NA,NA,0.555555556
2018,AL,1,-4,-4,-4,NA,NA,-4
2018,AL,2,-4,-4,-4,NA,NA,-4
2018,AL,3,-4,-4,-4,NA,NA,-4
2018,AL,4,-4,-4,-4,NA,NA,-4
2018,AL,5,-4,-4,-4,NA,NA,-4
2018,AL,6,-4,-4,-4,NA,NA,-4
2018,AR,1,-4,-4,-4,NA,NA,-4
2018,AR,3,-4,-4,-4,NA,NA,-4
2018,AR,4,-4,-4,-4,NA,NA,-4
2018,AZ,4,-4,-4,-4,NA,NA,-4
2018,AZ,5,-4,-4,-4,NA,NA,-4
2018,CA,8,-4,-4,-4,NA,NA,-4
2018,CA,23,-4,-4,-4,NA,NA,-4
2018,CA,42,-4,-4,-4,NA,NA,-4
2018,CO,4,-4,-4,-4,NA,NA,-4
2018,CO,5,-4,-4,-4,NA,NA,-4
2018,FL,1,-4,-4,-4,NA,NA,-4
2018,FL,2,-4,-4,-4,NA,NA,-4
2018,FL,3,-4,-4,-4,NA,NA,-4
2018,FL,4,-4,-4,-4,NA,NA,-4
2018,FL,8,-4,-4,-4,NA,NA,-4
2018,FL,11,-4,-4,-4,NA,NA,-4
2018,FL,12,-4,-4,-4,NA,NA,-4
2018,FL,17,-4,-4,-4,NA,NA,-4
2018,FL,19,-4,-4,-4,NA,NA,-4
2018,GA,1,-4,-4,-4,NA,NA,-4
2018,GA,3,-4,-4,-4,NA,NA,-4
2018,GA,8,-4,-4,-4,NA,NA,-4
2018,GA,9,-4,-4,-4,NA,NA,-4
2018,GA,10,-4,-4,-4,NA,NA,-4
2018,GA,11,-4,-4,-4,NA,NA,-4
2018,GA,12,-4,-4,-4,NA,NA,-4
2018,GA,14,-4,-4,-4,NA,NA,-4
2018,ID,1,-4,-4,-4,NA,NA,-4
2018,ID,2,-4,-4,-4,NA,NA,-4
